wgi_glacier_id, glacier_name, lat, lon, total_area, area_in_state, area_exp, mean_width, mean_length, mean_depth, max_length, max_length_abl, max_length_exp, num_basins, topo_scale, mean_elev, max_elev, min_elev, min_elev_exp, mean_elev_acc, snow_line_elev, mean_elev_abl, orientation_acc, orientation_abl, primary_class 
CA2N001FD067, ,57.213,-131.914,0.18,0.18,0.18,0.3, ,10,0.3, , , , , ,1280,1158,1158,1219, , , NE, NE,6
CA2N003BK068, ,60.551,-138.825,0.05,0.05,0.05,0.2, , ,0.2, , , , , ,3110,3050,3050,3080, , , SE, SE,7
CA2N001FH091, ,57.461,-131.629,0.58,0.58,0.58,0.1, ,25,0.1,0.2,0.6, , , ,2165,1555,1555,1980,2010,1890, N, N,6
CA2O014AU023, ,61.59,-140.018,0.16,0.16,0.16,0.5, , , ,0.4,0.5, , , ,2030,1800, , , ,1920, , N,6
CA2N001GM250, ,56.652,-131.319,0.22,0.22,0.22,0.7, ,10,0.6,2,0.2, , , ,1300,1000,1110,1120,1050,1030, NW, NW,7
CA2N001FH122, ,57.422,-131.701,0.1,0.1,0.1,0.7, ,10,0.7, , , , , ,1690,1310,1310,1495, , , N, N,6
CA2O014BD023, ,61.594,-140.386,0.45,0.45,0.45, , , ,0.1,2.1, , , , ,1340,1100, , , ,1160, , N,9
CA2N001BA027, ,58.317,-129.695,0.05,0.05,0.05,0.5, ,10,0.5, , , , , ,1800,1600,1600,1700, , , SW, SW,6
CA2N001CC230, ,57.267,-129.173,0.05,0.05,0.05,0.5, ,10,0.5,0.2, , , , ,1981,1829,1829,1874, , , SW, SW,6
CA2N001EA214, ,57.551,-132.268,0.07,0.07,0.07,0.2, ,10,0.2,0.2, , , , ,1676,1524,1524,1600, , , E, E,6
CA2N001FM192, ,56.453,-131.654,0.28,0.28,0.28,0.4, ,10,0.4, , , , , ,1554,1395,1395,1490, , , SW, SW,6
CA2N003BE006, ,60.085,-138.255, , , ,0.8, , ,0.6,0.4,0.5, , , ,1400,1130,1170,1360,1250,1200, N, N,5
CA2N002FA101, ,59.129,-137.025, , , ,0.9, , ,0.3,4.1, , , , ,1830,1070,1370,1520,1460,1430, SW, S,5
CA2N003CH095, ,59.285,-137.781, , , ,0.6, , ,0.6, , , , , ,1370,1070,1070,1220, , , SE, SE,7
CA2N003CB013, ,59.797,-137.42, , , ,0.8, , ,0.8,0.4,0.8, , , ,2060,1060,1060,1830,1520,1280, N, N,5
CA2N001GH152, ,57.482,-129.801,0.2,0.2,0.2,0.2, ,10,0.2, ,0.1, , , ,2260,1800,1800,2040, , , NE, NE,6
CA2O014AN110, ,60.904,-139.079,2.56,2.56,2.56,0.8, , ,0.8,0.4,0.9, , , ,2900,2130,2130,2560,2210,2170, NE, NE,5
CA2N001CB223, ,57.31,-129.06,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1966,1814,1814,1890, , , N, N,6
CA2O00900147, ,62.875,-130.25, , , , , , , , , , ,250000, ,2310,1160, , , , , , ,0
CA2N001EE099, ,57.21,-130.869,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1494,1448,1448,1478, , , NW, NW,7
CA2N001FJ004, ,57.257,-131.732,0.13,0.13,0.13,0.6, ,10,0.6,0.2, , , , ,1737,1600,1600,1676, , , W, W,6
CA2N001GF035, ,56.954,-130.883,0.06,0.06,0.06,0.3, ,10,0.3, , , , , ,1555,1330,1330,1400, , , N, N,7
CA2N001CC539, ,57.204,-129.477,0.03,0.03,0.03,0.1, ,10,0.1, , , , , ,1996,1951,1951,1981, , , E, E,6
CA2O014AQ092, ,60.992,-139.989,6.77,6.77, ,0.1, , ,0.1, ,0.4, , , ,4430,3610,3610,4020, , , E, E,2
CA2N003BG061, ,60.385,-139.014, , , ,0.9, , ,0.9, , , , , ,3300,2500,2500,2865, , , NE, NE,7
CA2O014AL020, ,60.687,-138.956,0.24,0.24,0.24,0.9, , ,0.9,0.4,0.7, , , ,2610,2100,2100,2410,2300,2210, NW, NW,6
CA2N003AD004, ,61.384,-137.74, , , ,0.5, , , ,0.2,0.5, , , ,1830,1645, , , ,1720, , N,9
CA2N003CF033, ,59.701,-136.995, , , ,0.2, , ,0.1,4.1,0.2, , , ,1680,1250, , , ,1400, , NE,6
CA2O014AM054, ,61.214,-138.924,0.11,0.11,0.11,0.6, , ,0.6,0.4,0.5, , , ,2350,2190,2190,2340,2320,2260, NW, NW,6
CA2N001CC265, ,57.278,-129.078,0.03,0.03,0.03,0.2, ,10,0.2,0.2, , , , ,1829,1707,1707,1737, , , N, N,7
US2O00601009, ,69,-144.017,2.93,2.93, , , , ,5.2, , , ,63360, ,2190,1430, , , , , N, N,6
CA2N001AC094, ,57.139,-128.048,0.06,0.06,0.06,0.5, ,10,0.5, , , , , ,1829,1676,1676,1753, , , NE, NE,6
CA2N003CC058, ,60.049,-136.641, , , ,0.8, , , ,0.2,0.8, , , ,1800,1550, , , ,1660, , NE,6
CA2N003AG084, ,60.154,-136.626, , , ,0.7, , ,0.4,0.2,0.5, , , ,1980,1640,1750,1890,1830,1800, NW, NW,5
CA2N001GJ223, ,56.794,-130.049,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1620,1460,1460,1510, , , W, W,7
CA2N001AC010, ,57.761,-127.13,0.19,0.19,0.19,0.7, ,10,0.7,0.2,0.3, , , ,2250,1840,1840,2100,1980,1920, N, N,6
CA2N001GG232, ,57.415,-130.448,0.03,0.03,0.03,0.4, ,10,0.4, , , , , ,2035,1890,1890,1980, , , W, W,7
CA2O014AN015, ,61.223,-139.408,0.49,0.49,0.4,0.7, , ,0.7,0.4,0.2, , , ,2750,2290,2290,2630,2500,2400, E, E,6
CA2N001GL065, ,56.625,-130.917,1.9,1.9,1.9, , ,50,0.5,0.2,0.5, , , ,2110,1315,1315,1676, ,1372, E, E,5
US2A00206013, ,69.233,-143.917,1.55,1.55, , , , ,1.9, , , ,63360, ,2440,1710, , , , , NW, NW,6
CA2N001BF029, ,57.767,-130.187,0.02,0.02,0.02,0.1, ,10,0.1,0.2, , , , ,1981,1951,1951,1971, , , W, W,6
CA2N001GH215, ,57.517,-129.845,0.02,0.02,0.02,0.4, ,10,0.4, , , , , ,2070,1900,1900,1980, , , E, E,7
CA2N001FM238, ,56.58,-131.82,0.08,0.08,0.08,0.3, ,10,0.3, , , , , ,1340,1035,1035,1280, , , W, W,6
CA2N003BL023, ,61.001,-137.578, , , ,0.4, , , ,0.2,0.4, , , ,1860,1705, , , ,1735, , N,6
CA2N002FA053, ,59.15,-137.355, , , ,0.5, , ,0.5,0.4,0.2, , , ,1130,940,940,1070,1010,980, N, N,6
US2O90001006, ,67.4,-154.8,0.08,0.08, , , , ,0.5, , , ,63360, ,1400,1310, , , , , NW, NW,7
CA2N001CB001, ,57.539,-129.324,0.16,0.16,0.03,0.2, ,10,0.3,0.2,0.9, , , ,1890,1311,1676,1798, ,1646, N, N,6
CA2N001EF069, ,57.358,-131.059,0.13,0.13,0.13,0.4, ,10,0.4, , , , , ,1844,1676,1676,1814, , , NE, NE,7
CA2N001FK007, ,57.076,-131.534,0.23,0.23,0.23,0.6, ,10,0.6,0.2, , , , ,1700,1400,1400,1500, , , S, S,6
CA2O014BI026, ,62.016,-140.796,0.07,0.07,0.07,0.6, , , ,0.4,0.6, , , ,1220,1060, , , ,1130, , NW,9
CA2N001CC451, ,57.134,-129.444,0.18,0.18,0.18,0.6, ,10,0.6, , , , , ,2073,1905,1905,1951, , , NE, NE,6
CA2N001EA522, ,57.884,-132.195,0.16,0.16,0.16,0.7, ,10,0.7,0.2, , , , ,1532,1300,1360,1402, , , SW, SW,7
CA2N003CD023, ,59.918,-136.513, , , ,0.1, , , ,0.2,0.1, , , ,1390,1300, , , ,1340, , N,6
CA2N001CC533, ,57.2,-129.493,0.02,0.02,0.02,0.1, ,10,0.1, , , , , ,2088,2057,2057,2073, , , SE, SE,7
CA2N001CB145, ,57.443,-129.193,0.04,0.04,0.04,0.1, ,10,0.1,0.2, , , , ,2134,2073,2073,2103, , , SW, SW,7
CA2N001CC602, ,57.173,-129.564,0.03,0.03,0.03,0.3, ,10,0.3,0.2, , , , ,1768,1722,1722,1737, , , N, N,7
CA2O016CF078, ,60.556,-136.442, , , ,0.4, , , ,0.2,0.4, , , ,1705,1580, , , ,1615, , NE,9
CA2N001CB174, ,57.374,-128.98,0.37,0.37,0.25,0.9, ,10,0.7,0.2,0.2, , , ,2042,1829,1859,1981, ,1859, NW, NW,6
CA2N001BA104, ,58.259,-129.786,0.31,0.31,0.31,0.5, ,10,0.5, ,0.1, , , ,1768,1524,1524,1631, , , N, N,6
CA2N003CG083, ,59.437,-137.013, , , ,0.2, , ,0.2,0.4,0.2, , , ,1830,1520,1520,1710,1600,1570, SE, SE,5
CA2A48000227, ,62.125,-127.75, , , , , , , , , , ,250000, ,2420,1900, , , , , , ,0
CA2N001CB193, ,57.321,-128.855,0.06,0.06,0.06,0.4, ,10,0.4,0.2, , , , ,1981,1829,1829,1903, , , NW, NW,6
CA2N001GJ047, ,57.002,-130.008,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1710,1620,1620,1660, , , N, N,7
CA2N001EE080, ,57.325,-130.815,0.06,0.06,0.06,0.2, ,10,0.2, , , , , ,1494,1463,1463,1478, , , N, N,7
CA2N003CG034, ,59.316,-136.736, , , ,0.8, , ,0.8,40.4, , , , ,1140,900,900,1130,1100,1070, E, N,5
CA2N001EG019, ,57.744,-131.308,0.08,0.08,0.08,0.5, ,10,0.5, , , , , ,2179,1920,1920,2134, , , W, W,6
CA2N001EA227, ,57.598,-132.316,0.87,0.87,0.87, , ,25, ,0.2,0.2, , , ,1768,1036,1036,1372, , , E, E,7
CA2O014AM146, ,61.068,-139.029,0.82,0.82,0.57,0.4, , ,0.6,4.1,0.8, , , ,2510,2040,2120,2400,2280,2200, NE, NE,5
CA2A48000232, ,62.125,-127.75, , , , , , , , , , ,250000, ,2610,1550, , , , , , ,0
CA2O014AL202, ,61.009,-138.816,0.6,0.6,0.43,0.8, , ,0.1,4.1,0.5, , , ,2490,1660,1830,2370,2250,2040, N, N,5
CA2O014AL175, ,60.914,-138.778,0.93,0.93,0.73,0.5, , ,0.3,0.4,0.5, , , ,2350,2000,2030,2230,2100,2070, E, E,5
CA2N002FA049, ,59.145,-137.241, , , ,0.1, , ,0.1,4.1,0.8, , , ,1520,760,760,1370,1070,910, NE, NE,5
CA2N001AC041, ,57.559,-127.115,0.21,0.21, ,0.4, ,10, ,0.2,0.4, , , ,1830,1425, , , ,1675, , E,9
US2A00208029, ,69.283,-145.3,0.16,0.16, , , , ,0.8, , , ,63360, ,1950,1580, , , , , N, N,6
CA2O014AL081, ,60.733,-139.264,0.42,0.42,0.42,0.5, , ,0.5, , , , , ,2320,1920,1920,2010, , , N, N,7
CA2N001FJ018, ,57.189,-131.518,1.24,1.24,1.24,0.3, ,25,0.3,0.2,0.1, , , ,2103,1554,1554,1829, , , S, S,6
US2N00000045, ,61,-145.7,162, , , , , ,17, , , , , ,1981,366, , , , , , , 
CA2N001GI106, ,57.367,-129.994,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1650,1620,1620,1640, , , N, N,7
CA2N001GI337, ,57.174,-129.789,0.07,0.07,0.07,0.4, ,10,0.4, , , , , ,1920,1740,1740,1860, , , NW, NW,7
CA2O016CE056, ,59.889,-135.986, , , ,0.5, , ,0.5,0.4,0.5, , , ,1870,1830,1830, , , , , N,7
CA2N001EA505, ,57.847,-132.308,0.39,0.39,0.39,0.1, ,10,0.1,0.2,0.1, , , ,2195,1707,1707,1829, , , S, S,7
CA2N001GG175, ,57.301,-130.543,0.13,0.13,0.13,0.3, ,10,0.3, , , , , ,2027,1798,1798,1940, , , W, W,7
CA2N001EG064, ,57.677,-131.111,0.1,0.1,0.1,0.4, ,10,0.4, , , , , ,1981,1935,1935,1951, , , W, W,7
CA2N001GH136, ,57.465,-129.777,0.05,0.05,0.05,0.3, ,10,0.3, , , , , ,1980,1770,1770,1860, , , E, E,7
CA2N001GC031, ,56.833,-130.97,13.95,13.95,13.87,0.6, ,50,0.7,2.3,0.3, , , ,1890,762,762,1372,1225,1052, E, E,4
CA2O016CB037, ,60.313,-136.01, , , ,0.5, , ,0.5,0.2,0.5, , , ,2080,2010,2010, , ,2055, , E,7
CA2N003CC057, ,60.081,-136.646, , , ,0.3, , , ,20,0.3, , , ,1620,1520, , , ,1550, , N,6
CA2N001GJ088, ,56.982,-130.124,0.19,0.19,0.19,0.4, ,10,0.4, , , , , ,2130,1830,1830,1975, , , S, S,6
US2A00211172, ,68.2,-149.55,0.36,0.36, , , , ,0.8, , , ,63360, ,1770,1580, , , , , N, N,6
CA2O014AO107, ,60.922,-139.478,0.04,0.04,0.04,0.2, , ,0.2,0.4,0.1, , , ,2300,1980,1980,2210,2120,2000, N, N,6
CA2N001BD018, ,57.686,-128.948,0.04,0.04,0.04,0.4, ,10,0.4, , , , , ,2000,1975,1975,1985, , , NW, NW,6
CA2N001GM032, ,56.499,-130.961,12.08,12.08,12.08,0.5, ,100,0.6,2.2,0.6, , , ,2230,665,665,1530,1320,1125, W, NW,6
CA2N003BG049, ,60.286,-138.777, , , ,0.1, , ,0.1, ,0.1, , , ,2440,1800,1800,2120, , , S, S,7
CA2N001AD442, ,57.579,-128.831,0.05,0.05,0.05,0.3, ,10,0.3,0.2, , , , ,2042,1829,1829,1920, , , N, N,7
CA2O014BF029, ,61.357,-140.559,1.81,1.81,1.41,0.7, , ,0.5,4.1,0.4, , , ,2900,1980,2040,2680,2380,2230, S, S,5
CA2N001GJ110, ,57.036,-129.954,0.06,0.06,0.06,0.5, ,10,0.5, , , , , ,1890,1620,1620,1780, , , SE, SE,6
CA2O014AO063, ,60.849,-139.425,1.88,1.88,1.88,0.2, , ,0.2, ,0.3, , , ,2770,2230,2230,2500, , , S, S,5
CA2O014AP046, ,61.055,-139.617,0.13,0.13,0.13,0.7, , ,0.7, , , , , ,3200,2770,2770,2980, , , SE, SE,6
CA2N001CC140, ,57.268,-129.37,0.03,0.03,0.03,0.3, ,10,0.3,0.2, , , , ,1981,1859,1859,1920, , , SW, SW,7
CA2N001GI237, ,57.295,-129.785,0.1,0.1,0.1,0.3, ,10,0.3,0.2,0.1, , , ,1950,1830,1830,1920,1890,1860, E, E,6
CA2N001FI041, ,57.269,-131.469,0.32,0.32,0.19,0.7, ,10,0.6, , , , , ,2100,1460,1600,1830, , , SW, SW,6
CA2N003CC040, ,60.154,-136.9, , , ,0.2, , , ,20,0.2, , , ,1770,1650, , , ,1710, , N,9
CA2N001CA030, ,57.705,-129.458,0.03,0.03,0.03,0.2, ,10,0.2,0.2, , , , ,1798,1707,1707,1758, , , NE, NE,7
CA2N001CB288, ,57.42,-129.313,0.04,0.04,0.04,0.2, ,10,0.2,0.2, , , , ,2195,2012,2012,2073, , , NW, NW,6
CA2N002FA072, ,59.195,-137.523, , , ,0.5, , ,0.5, , , , , ,1830,1520,1520,1620, , , SW, SW,6
CA2N001AD369, ,57.476,-128.758,0.04,0.04,0.04,0.5, ,10,0.5, , , , , ,2012,1676,1676,1890, , , N, N,7
CA2N001CA014, ,57.273,-129.36,1.05,1.05,0.47,0.1, ,50,0.3,0.2,0.8, , , ,2073,1448,1670,1676, ,1600, N, ,5
CA2O014AQ109, ,61.076,-139.749,0.45,0.45,0.45,0.2, , ,0.2,0.4,0.1, , , ,2790,2460,2460,2660,2520,2490, SE, SE,5
US2A00211092, ,68.317,-148.483,0.73,0.73, , , , ,1.8, , , ,63360, ,2160,1740, , , , , NW, NW,5
CA2N001BF063, ,57.707,-130.598,1.11,1.11,0.68,0.2, ,10, ,20,0.8, , , ,2469,1890,2103,2379, ,2042, E, E,6
CA2N001GG263, ,57.359,-130.376,0.04,0.04,0.04,0.6, ,10,0.6, , , , , ,1955,1905,1905,1925, , , SW, SW,7
US2A00211057, ,68.45,-148.517,0.62,0.62, , , , ,1.8, , , ,63360, ,2200,1430, , , , , NW, NW,5
CA2N001EA212, ,57.544,-132.266,0.45,0.45,0.45,0.5, ,10,0.5,0.2, , , , ,1920,1219,1219,1524, , , E, E,6
CA2N003AI154, ,60.681,-137.618, , , ,0.7, , ,0.8,2.5,0.7, , , ,2465,820,1555,2315,2070,1735, N, N,5
US2A00206035, ,69.183,-144.25,1.19,1.19, , , , ,3.1, , , ,63360, ,2380,1650, , , , , E, E,5
CA2N003BN027, ,60.376,-137.222, , , ,0.5, , , ,0.2,0.5, , , ,1800,1700, , , ,1705, , E,6
CA2N001FM066, ,56.571,-131.49,0.03,0.03,0.03,0.1, ,10,0.1, , , , , ,1220,1205,1205,1215, , , W, W,7
CA2O014AL041, ,60.66,-139.017,0.03,0.03,0.03,0.3, , ,0.3, , , , , ,2250,2010,2010,2150, , , N, N,6
CA2O014BF047, ,61.241,-140.713,7.78,7.78,7.78,0.7, , ,0.6, ,0.1, , , ,4210,2830,2830,3350, , , N, N,7
CA2N001GK017, ,56.806,-130.202,0.03,0.03,0.03,0.3, ,10,0.3,0.2, , , , ,1850,1650,1650,1750, , , W, W,7
CA2N001EA467, ,57.843,-131.882,0.68,0.68,0.68,0.6, ,25,0.6, ,0.1, , , ,1844,1646,1646,1783, , , NW, NW,6
CA2N003CG091, ,59.466,-137.082, , , ,0.4, , , ,0.4,0.4, , , ,1830,1510, , , ,1700, , E,9
US2A00102039, ,68.233,-150.85,0.16,0.16, , , , ,0.6, , , ,63360, ,2010,1800, , , , , NW, NW,6
CA2N003CH104, ,59.37,-137.645, , , ,0.9, , ,0.5,0.4,0.7, , , ,1330,730,980,1310,1220,1130, E, E,5
CA2N001FA190, ,56.891,-131.971,0.06,0.06,0.06,0.6, ,10,0.6,0.2, , , , ,1220,910,910,1060, , , SW, SW,7
CA2N003CH108, ,59.398,-137.693, , , ,0.9, , ,0.9,0.4,0.7, , , ,1250,670,670,1160,1070,910, NW, NW,5
CA2A48000258, ,62.125,-127.75, , , , , , , , , , ,250000, ,2610,1770, , , , , , ,0
CA2A72000061, ,64.625,-131.75, , , , , , , , , , ,250000, ,2300,1940, , , , , , ,0
CA2N001AD389, ,57.522,-128.723,2.18,2.18,2.16,0.2, ,25, ,0.2,0.9, , , ,2287,1707,1768,2042,1920,1859, N, N,6
CA2N001GL015, ,56.572,-130.662,0.09,0.09,0.09,0.8, ,10,0.8, , , , , ,1775,1400,1400,1650, , , SE, SE,6
CA2N001FA037, ,56.741,-131.865,0.02,0.02,0.02,0.4, ,10,0.4,0.2, , , , ,1040,850,850,980, , , NE, NE,7
CA2N001AD165, ,57.234,-128.376,0.05,0.05,0.05,0.5, ,10,0.5, , , , , ,1981,1676,1676,1861, , , N, N,6
CA2N001CC780, ,57.5,-129.607,0.05,0.05,0.05,0.2, ,10,0.2, , , , , ,1844,1814,1814,1829, , , E, E,7
CA2N001EA354, ,57.859,-132.516,1.1,1.1,1.1,0.3, ,25,0.3,0.2,0.3, , , ,2164,1463,1463,1951,1570,1507, E, E,6
US2N00201803, LECONTE,57,-132.333,470.704,414.997, , , , ,38.5, , , , ,1490,3000,0, , , , , , ,5
CA2O014BG018, ,61.533,-140.964,1.05,1.05,1.05,0.4, , ,0.4,0.2,0.2, , , ,3045,1980,1980,2470,2100,2055, N, N,6
CA2N003BA006, ,59.508,-137.873,0.32,0.32, ,0.9, , , ,0.4,0.9, , , ,1160,880, , , ,1040, , SW,6
CA2N001GJ034, ,57.058,-130.12,0.12,0.12,0.12,0.6, ,10,0.6, , , , , ,1980,1620,1620,1890, , , N, N,6
US2A00211178, ,68.117,-149.767,0.83,0.83, , , , ,1.4, , , ,63360, ,1770,1550, , , , , NE, NE,6
CA2N001AD359, ,57.446,-128.628,0.03,0.03,0.03,0.5, ,10,0.5, , , , , ,1829,1707,1707,1770, , , E, E,7
CA2O014BF041, ,61.299,-140.615,1.67,1.67,1.67,0.4, , ,0.4,0.4,0.8, , , ,2900,2010,2010,2560,2290,2200, N, NW,5
CA2N002FA105, ,59.091,-136.99, , , ,0.6, , ,0.6,0.4,0.6, , , ,2130,1460,1460,1830,1650,1520, W, W,5
CA2N003BQ005, ,59.362,-137.745, , , ,0.4, , ,0.4, , , , , ,1680,1220,1220,1400, , , SE, SE,7
CA2N001CC645, ,57.319,-129.588,0.03,0.03,0.03,0.1, ,10,0.1,0.2, , , , ,1981,1920,1920,1951, , , E, E,7
CA2N001GG013, ,57.139,-130.428,6.74,6.74,6.7,0.3, ,100,0.4, ,0.5, , , ,2164,1033,1033,1775, , , NE, NE,5
CA2N001GC056, ,56.778,-130.785,0.77,0.77,0.77,0.9, ,25,0.9, , , , , ,1737,1509,1509,1646, , , W, W,6
CA2N001FF031, ,57.383,-132.006,1.94,1.94,1.94,0.4, ,25,0.4, ,0.2, , , ,2010,1460,1460,1800, , , SW, SW,6
CA2O016CB039, ,60.321,-136.01, , , ,0.9, , , ,0.2,0.9, , , ,1980,1795, , , ,1830, , NE,9
CA2O014AO015, ,60.893,-139.233,0.21,0.21,0.21,0.4, , ,0.1,4.1,0.4, , , ,2410,1830, , , ,2120, , W,6
CA2A72000002, ,64.625,-132.75, , , , , , , , , , ,250000, ,1950,1440, , , , , , ,0
CA2N001GM098, ,56.547,-131.137,0.14,0.14,0.14,0.4, ,10,0.4,0.2, , , , ,1720,1340,1340,1580, , , NW, NW,7
CA2N001FC037, ,57.056,-131.948,0.04,0.04,0.04,0.6, ,10,0.6,0.2, , , , ,1250,870,870,1100, , , W, W,7
CA2O014AN115, ,60.921,-139.119,1.22,1.22,1.22,0.1, , ,0.1,0.4,0.7, , , ,2800,2130,2130,2540,2280,2200, NE, NE,5
CA2N001CC387, ,57.099,-129.322,0.03,0.03,0.03,0.4, ,10,0.4,0.2, , , , ,1829,1768,1768,1798, , , NW, NW,6
CA2N001GF091, ,57.032,-130.849,0.09,0.09,0.09,0.5, ,10,0.5, , , , , ,1890,1675,1675,1790, , , SW, SW,7
CA2N001GJ321, ,56.852,-130.245,0.04,0.04,0.04,0.4, ,10,0.4, , , , , ,1800,1620,1620,1700, , , E, E,7
CA2A48000218, ,62.125,-127.75, , , , , , , , , , ,250000, ,2380,2100, , , , , , ,0
CA2N001CD053, ,57.9,-129.793,0.06,0.06,0.06,0.7, ,10,0.7, , , , , ,1707,1631,1631,1646, , , NW, NW,7
CA2O014AO013, ,60.899,-139.218,0.86,0.86,0.86,0.4, , ,0.4, , , , , ,2590,2290,2290,2440, , , NE, NE,7
CA2N001GI324, ,57.215,-129.934,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1590,1540,1540,1560, , , NW, NW,7
CA2N001GH169, ,57.518,-129.786,0.04,0.04,0.04,0.8, ,10,0.8, , , , , ,2060,1740,1740,1900, , , E, E,7
CA2N002FA027, ,59.01,-137.436, , , ,0.3, , ,0.3, , , , , ,1980,1370,1370,1680, , , N, N,7
CA2N001BF062, ,57.697,-130.619,0.94,0.94,0.51,0.3, ,100,0.9,2.1,0.5, , , ,2439,1646,1951,2195, ,1798, SE, SE,5
CA2O014BD018, ,61.547,-140.159,0.08,0.08,0.08,0.5, , , ,0.2,0.5, , , ,1340,1210, , , ,1250, , NE,9
US2O00301033, ,67.883,-153.8,0.21,0.21, , , , ,1.1, , , ,63360, ,1650,1250, , , , , NW, NW,6
CA2N003BN031, ,60.378,-137.238, , , ,0.2, , ,0.8,0.2,0.6, , , ,1935,1510,1635,1735,1670,1640, N, N,6
CA2O014AL010, KASKAWULSH GLACI,60.747,-139.1,469.97,469.97,447.06,0.5, , ,0.1,44.7,0.1, , , ,3570,820,900,2410,1920,1550, E, E,5
CA2O016CD097, ,60.027,-136.008, , , ,0.5, , ,0.5,0.2,0.2, , , ,1920,1695,1695,1815,1765,1730, N, N,6
CA2N001GD077, ,56.931,-130.679,0.02,0.02,0.02,0.4, ,10,0.4, , , , , ,1755,1590,1590, , , , W, W,7
CA2N001GK112, ,56.744,-130.414,0.03,0.03,0.03,0.3, ,10,0.3, , , , , ,1530,1440,1440,1500, , , W, W,7
CA2N003BD026, ,59.917,-138.161,0.13,0.13,0.13,0.6, , ,0.6, , , , , ,1570,1460,1460,1540, , , S, S,7
CA2N001EF070, ,57.362,-131.08,1.4,1.4,1.4,8, ,25,92,21,41, , , ,2179,1585,1585,1920, , , NE, NE,6
CA2N001GM004, ,56.611,-131.061,0.04,0.04,0.04,0.5, ,10,0.5,0.2, , , , ,1600,1430,1430,1510, , , W, W,7
CA2N003AG015, ,60.324,-136.546, , , ,0.6, , , ,0.2,0.6, , , ,1190,985, , , ,1095, , NW,9
US2A00211061, ,68.433,-148.483,0.78,0.78, , , , ,1.8, , , ,63360, ,2320,1650, , , , , N, N,6
CA2N001CC477, ,57.157,-129.382,0.69,0.69,0.69, , ,25, ,0.2,0.2, , , ,2073,1798,1798,1920,1829,1814, NE, NE,6
CA2N001FM078, ,56.532,-131.455,0.05,0.05,0.05,0.3, ,10,0.3, , , , , ,1465,1310,1310,1400, , , W, W,6
CA2N003CE020, ,59.764,-136.793, , , ,0.8, , , ,0.4,0.8, , , ,1900,1570, , , ,1700, , SW,6
CA2A48000317, ,61.875,-127.25, , , , , , , , , , ,250000, ,2360,1850, , , , , , ,0
CA2N001GK038, ,56.787,-130.28,0.03,0.03,0.03,0.4, ,10,0.4, , , , , ,1810,1670,1670,1730, , , W, W,7
CA2O014AN063, ,61.05,-139.226,2.04,2.04,2.04,0.3, , ,0.3,4.2,0.1, , , ,2590,1900,1900,2480,2368,2130, NE, NE,5
CA2N001GK179, ,56.715,-130.539,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1600,1520,1520,1560, , , SE, SE,7
CA2N002FA057, ,59.13,-137.439, , , ,0.6, , ,0.6,4.1,0.1, , , ,2590,1100,1100,1520,1190,1160, N, N,5
US2O00502003, ,68.183,-148.417,0.23,0.23, , , , ,1, , , ,63360, ,1890,1520, , , , , N, N,6
CA2N001CB137, ,57.457,-129.168,0.04,0.04,0.04,0.1, ,10,0.1,0.2, , , , ,1829,1707,1707,1768, , , N, N,6
CA2N001GI117, ,57.368,-130.029,0.01,0.01,0.01,0.3, ,10,0.3, , , , , ,1860,1740,1740,1805, , , NW, NW,7
US2A00207029, ,69.017,-144.117,1.17,1.17, , , , ,1.6, , , ,63360, ,2190,1620, , , , , N, N,6
CA2N003CF119, ,59.565,-137.014, , , ,0.4, , ,0.7,4.1,0.3, , , ,2040,1370,1430,1830,1750,1550, NE, NE,5
CA2N003BJ045, ,60.598,-138.584, , , ,0.4, , ,0.4,4.6,0.5, , , ,3060,1340,1540,2230,1980,1840, E, E,5
CA2N001ED016, ,57.754,-131.074,0.71,0.71, ,0.7, ,50,0.1,2.1,0.7, , , ,1740,1375, , , ,1500, , N,9
CA2N001GM362, ,56.693,-131.64,0.03,0.03,0.03,0.1, ,10,0.1,0.2, , , , ,1080,1050,1050,1060, , , NW, NW,7
US2O90001016, ,67.467,-154.983,0.36,0.36, , , , ,1.3, , , ,63360, ,1860,1430, , , , , NW, NW,6
CA2N001CB275, ,57.37,-129.243,0.03,0.03,0.03,0.1, ,10,0.1,0.2, , , , ,1951,1920,1920,1931, , , SE, SE,6
CA2N001GH288, ,57.574,-129.94,0.03,0.03,0.03,0.3, ,10,0.3, , , , , ,1980,1740,1740,1830, , , N, N,7
CA2N003BL015, ,60.854,-138.208, , , ,0.8, , ,0.8,2.1,0.8, , , ,2135,1525,1660, , ,1980, , N,5
CA2N003CF018, ,59.738,-136.996, , , ,0.7, , , ,0.4,0.7, , , ,1490,1360, , , ,1420, , E,6
CA2N003CF041, ,59.667,-136.878, , , ,0.3, , ,0.4,4.2,0.1, , , ,2130,1160,1360,1710,1650,1490, N, W,5
