wgi_glacier_id, glacier_name, lat, lon, total_area, area_in_state, area_exp, mean_width, mean_length, mean_depth, max_length, max_length_abl, max_length_exp, num_basins, topo_scale, mean_elev, max_elev, min_elev, min_elev_exp, mean_elev_acc, snow_line_elev, mean_elev_abl, orientation_acc, orientation_abl, primary_class 
CA2N003CA059, ,59.63,-137.493, , , , , , , ,0.4,0.6, , , ,1870,1260,1260,1790,1710,1550, N, N,5
CA2N001CC464, ,57.14,-129.439,0.69,0.69,0.69,0.2, ,25,0.2,0.2,0.3, , , ,2088,1768,1768,1951,1890,1844, SE, SE,6
CA2O014AM019, ,61.126,-138.767,1.02,1.02,1.02,0.7, , ,0.1,4.1,0.7, , , ,1960,1580, , , ,1770, , E,9
CA2N001GK205, ,56.679,-130.555,0.03,0.03,0.03,0.5, ,10,0.5, , , , , ,1260,1200,1200,1250, , , NE, NE,7
CA2N001AC038, ,57.509,-127.05,0.32,0.32,0.32,0.7, ,10,0.7,0.2,0.4, , , ,2165,1980,1980,2110,2050,2010, N, N,6
CA2O016CF085, ,60.631,-136.358, , , ,0.6, , ,0.6,0.2,0.6, , , ,1975,1905,1905, , ,1935, , NE,7
CA2N001EE078, ,57.312,-130.781,0.19,0.19,0.19,0.3, ,10,0.3, , , , , ,1676,1554,1554,1600, , , N, N,7
US2A00101062, ,68.2,-150.483,0.16,0.16, , , , ,0.5, , , ,63360, ,1830,1680, , , , , NE, NE,6
CA2N001FH047, ,57.491,-131.494,0.16,0.16,0.16,0.7, ,10,0.7, , , , , ,2590,2075,2075,2380, , , S, S,6
CA2N001GE038, ,56.95,-130.659,2.88,2.88,2.83,0.2, ,50,0.2,0.2,0.1, , , ,2130,1250,1341,1920,1341,1300, E, E,6
CA2N001GA027, ,56.757,-131.533,0.1,0.1,0.1,0.5, ,10,0.5,0.2, , , , ,1768,1737,1737,1750, , , S, S,7
CA2N003AB013, ,61.077,-137.625, , , ,0.3, , , ,0.2,0.3, , , ,1905,1770, , , ,1815, , N,0
CA2N001FK017, ,57.064,-131.467,0.2,0.2,0.2,0.6, ,10,0.6,0.2, , , , ,2100,1420,1420,1800, , , W, W,6
CA2O014AT024, ,61.395,-140.079,0.06,0.06,0.06,0.1, , ,0.1, , , , , ,2600,2580,2580,2590, , , S, S,7
CA2N001GM083, ,56.5,-131.131,1.67,1.67,1.67,0.6, ,25,0.6,0.2,0.1, , , ,1990,1340,1340,1720, , , SE, SE,6
CA2N001FI159, ,57.115,-131.322,0.18,0.18,0.18,0.7, ,10,0.7, , , , , ,1890,1600,1600,1775, , , W, W,6
CA2N001GD038, ,56.884,-130.776,0.03,0.03,0.03,0.4, ,10,0.4, , , , , ,1830,1600,1600,1700, , , S, S,7
CA2N003CH094, ,59.291,-137.7, , , ,0.3, , ,0.3, , , , , ,1370,1220,1220,1280, , , SE, SE,7
CA2N001CB006, ,57.568,-129.206,0.05,0.05,0.05,0.5, ,10,0.5,0.2, , , , ,1890,1859,1859,1870, , , N, N,6
CA2N001FC050, ,57.07,-131.931,0.05,0.05,0.05,0.4, ,10,0.4,0.2, , , , ,770,520,520,640, , , N, N,7
CA2N001GI465, ,57.228,-130.136,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1680,1650,1650,1660, , , N, N,7
CA2N001AD406, ,57.554,-128.748,0.05,0.05,0.05,0.6, ,10,0.6, , , , , ,2042,1981,1981,2020, , , N, N,7
US2N00000043, ,59.67,-138.8,115, , , , , , , , , , , ,3048,0, , , , , , , 
CA2N002FA002, IS,59.047,-137.306, , , ,0.5, , ,0.5,41.5,0.2, , , ,3900,80,150,1520,910,760, NE, E,5
CA2N001CC149, ,57.273,-129.353,0.3,0.3,0.3,0.8, ,10,0.8,0.2, , , , ,2073,1859,1859,2012, , , E, E,7
CA2O014AD019, ,61.634,-138.079, , , ,0.3, , , ,0.2,0.3, , , ,1295,1190, , , ,1250, , NW,9
CA2N001GI233, ,57.281,-129.771,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1900,1800,1800,1850, , , N, N,7
CA2N001EC017, ,58.01,-131.98,2.27,2.27,2.27, , ,25, ,0.2,0.8, , , ,2287,1646,1646,1981,1798,1753, E, E,6
CA2O014AO099, ,60.926,-139.432,21.86,21.86,21.86,0.7, , ,0.7,41.3,0.5, , , ,2320,1350,1350,2180,2030,1690, E, NE,5
US2O00503016, ,68.367,-147.333,0.13,0.13, , , , ,0.6, , , ,63360, ,1950,1650, , , , , NE, NE,6
CA2N001FK052, ,56.995,-131.278,6.79,6.79,6.05,0.6, ,50,0.5,2.2,0.1, , , ,1700,870,1000,1500,1300,1100, N, N,6
CA2N003BG071, ,60.331,-138.265, , , ,0.5, , ,0.9,4.2, , , , ,1950,1330,1570,1860,1810,1740, SE, SE,5
CA2N001CC268, ,57.18,-129.012,0.02,0.02,0.02,0.3, ,10,0.3,0.2, , , , ,1646,1615,1615,1631, , , W, W,7
CA2N001EG102, ,57.505,-131.24,0.02,0.02,0.02,0.3, ,10,0.3, , , , , ,2287,2118,2118,2179, , , SW, SW,6
CA2N001GF220, ,57.278,-130.818,0.03,0.03,0.03,0.4, ,10,0.4, , , , , ,1622,1614,1614,1617, , , N, N,7
CA2N001GG016, ,57.151,-130.461,3.39,3.39,3.05,0.8, ,70,0.8, ,0.3, , , ,2134,1170,1170,1578, , , NE, NE,5
CA2O014AP025, ,61.032,-139.46,0.2,0.2,0.2,0.9, , ,0.9,0.4,0.6, , , ,2360,2020,2020,2280,2210,2120, N, N,5
CA2O014AO053, ,60.821,-139.343,5.93,5.93,5.93,0.4, , ,0.4,0.4,0.5, , , ,3100,2150,2150,2650,2200,2180, NW, NW,5
CA2N001GK151, ,56.732,-130.502,0.09,0.09,0.09,0.6, ,10,0.6, , , , , ,1530,1390,1390,1470, , , NW, NW,7
CA2N001GJ243, ,56.81,-130.087,0.05,0.05,0.05,0.1, ,10,0.1, , , , , ,1980,1800,1800,1870, , , NE, NE,7
CA2N001CB035, ,57.529,-129.174,0.03,0.03,0.03,0.1, ,10,0.1,0.2, , , , ,1676,1646,1646,1656, , , NE, NE,6
CA2O016CD116, ,60.089,-136.019, , , , , , ,0.7,2.1,0.2, , , ,2530,1845,1875,2195,2055,1945, NW, NW,6
CA2O014BF118, ,61.48,-140.865,0.17,0.17,0.17,0.7, , ,0.7, , , , , ,2620,2420,2420,2530, , , E, E,7
CA2N001GF033, ,56.958,-130.863,0.11,0.11,0.11,0.3, ,10,0.3, , , , , ,1470,1395,1395,1450, , , N, N,6
CA2N003AG045, ,60.164,-136.454, , , ,0.3, , , ,0.2,0.3, , , ,1920,1640, , , ,1690, , N,6
CA2N001GL067, ,56.645,-130.905,0.21,0.21,0.21, , ,10, ,0.2,0.1, , , ,1006,792,792,853, , , N, N,5
CA2N001EF038, ,57.256,-131.098,1.1,1.1,1.1,0.8, ,25,0.8,0.2,0.4, , , ,1981,1448,1448,1905,1676,1554, N, N,6
CA2N003BK039, ,60.724,-138.719,0.51,0.51, ,0.6, , ,0.1,4.1,0.6, , , ,3050,2000, , , ,2450, , W,6
CA2O014BF037, ,61.292,-140.565,1.33,1.33,1.33,0.5, , ,0.5,0.4,0.3, , , ,3380,1940,1940,1970,2000,2590, NE, NE,5
CA2N001FI147, ,57.188,-131.369,0.45,0.45,0.45, , ,10, , ,0.1, , , ,1829,1509,1509,1650, , , NE, NE,6
CA2N001CC488, ,57.188,-129.359,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1798,1707,1707,1737, , , SE, SE,7
CA2N002EA010, ,59.339,-136.573, , , ,0.8, , ,0.8,0.4,0.4, , , ,1980,1100,1100,1590,1340,1220, SW, SW,5
CA2N001AD349, ,57.463,-128.775,0.03,0.03,0.03,0.7, ,10,0.7, , , , , ,1935,1737,1737,1859, , , NE, NE,7
CA2N003AD013, ,61.518,-138.028, , , ,0.3, , , ,0.2,0.3, , , ,1670,1542, , , ,1615, , S,9
CA2N001CC576, ,57.393,-129.547,0.03,0.03,0.03,0.3, ,10,0.3,0.2, , , , ,1905,1890,1890,1898, , , N, N,7
US2N00000032, ,61.05,-152.8,135, , , , , ,27.2, , , , , ,2225,366, , , , , , , 
CA2N001FC009, ,57.035,-131.897,0.01,0.01,0.01,0.2, ,10,0.2,0.2, , , , ,240,100,100,170, , , NE, NE,7
CA2N001GF038, ,56.965,-130.888,0.13,0.13,0.13, , ,10, , ,0.1, , , ,1645,1380,1380,1490, , , S, S,7
CA2N001GI359, ,57.097,-129.701,0.05,0.05,0.03,0.3, ,10,0.3,0.2, , , , ,1900,1650,1710,1800,1710,1680, NW, NW,6
CA2O016CG027, ,60.886,-136.017, , , ,0.1, , ,0.1,2.1,0.1, , , ,1735,1400,1615, , ,1675, , NE,7
CA2N001GI482, ,57.168,-130.029,0.49,0.49,0.49,0.1, ,10,0.1, ,0.1, , , ,2130,1730,1730,1940, , , N, N,6
CA2A48000310, ,61.875,-127.75, , , , , , , , , , ,250000, ,2500,2100, , , , , , ,0
CA2N001AD450, ,57.53,-128.88,0.19,0.19,0.05,0.5, ,10,0.3,0.2,0.2, , , ,1951,1692,1692,1859, ,1829, NE, NE,9
CA2N001GH165, ,57.511,-129.783,0.09,0.09,0.09,0.6, ,10,0.6, , , , , ,2010,1620,1620,1750, , , N, N,6
US2N32050000, BEAR,60.05,-149.66,229.08,229.08, , , , ,28.5, , , , ,1130,1740,0, , , , , , ,4
CA2N002EB051, ,59.565,-136.387, , , ,0.2, , ,0.1,4.1,0.2, , , ,1710,1330, , , ,1490, , SW,6
CA2N001FF028, ,57.366,-132.045,2.11,2.11,2.11,0.8, ,25,0.8, ,0.2, , , ,2100,1050,1050,1700, , , S, S,6
CA2N001GK257, ,56.647,-130.696,0.03,0.03,0.03,0.2, ,10,0.2, , , , , ,1400,1305,1305,1360, , , N, N,7
CA2O00800112, ,63.625,-130.75, , , , , , , , , , ,250000, ,2250,1740, , , , , , ,0
CA2O016CC057, ,59.951,-135.673, , , ,0.8, , ,0.1,4.1,0.5, , , ,2100,1550,1890,2040,2010,1980, N, N,5
CA2N001FK060, ,56.98,-131.295,7.98,7.98,7.29,0.2, ,50,0.7,2.1,0.8, , , ,2256,853,853,1890,1450,1219, SW, SW,6
CA2N001FA042, ,56.744,-131.88,0.43,0.43,0.43,0.7, ,10,0.7,0.2, , , , ,1450,1070,1070,1310, , , E, E,4
CA2N001CB185, ,57.338,-128.904,0.05,0.05,0.05,0.3, ,10,0.3,0.2, , , , ,1920,1829,1829,1859, , , SE, SE,6
US2A00205045, Wolverine,69.317,-143.75,2.59,2.59, , , , ,3.7, , , ,63360, ,2130,1460, , , , , NE, NE,5
CA2N001EG129, ,57.527,-131.35,0.21,0.21,0.21,0.3, ,10,0.3, ,0.1, , , ,1829,1463,1463, , , , N, N,6
CA2N001EG120, ,57.481,-131.318,0.05,0.05,0.05,0.5, ,10,0.5, , , , , ,1219,1006,1006,1097, , , E, E,6
CA2N001CC416, ,57.077,-129.419,0.05,0.05,0.05,0.4, ,10,0.4, , , , , ,1753,1615,1615,1661, , , NE, NE,7
CA2O014AN096, ,60.954,-139.1,2.19,2.19,1.93,0.8, , ,0.4,4.2,0.2, , , ,2940,2100,2130,2660,2370,2240, SE, S,5
CA2O016CD115, ,60.128,-136.046, , , ,0.5, , , ,0.2,0.5, , , ,1685,1400, , , ,1555, , W,9
CA2O014BC020, ,61.662,-140.165,0.09,0.09,0.09,0.6, , , ,0.2,0.6, , , ,1980,1790, , , ,1890, , N,9
CA2N001GI062, ,57.367,-129.87,0.02,0.02,0.02,0.3, ,10,0.3, , , , , ,1860,1700,1700,1770, , , W, W,7
CA2N001FM239, ,56.583,-131.81,0.28,0.28,0.28,0.6, ,10,0.6, , , , , ,1390,1110,1110,1310, , , E, E,6
CA2N001BA049, ,58.25,-129.615,0.31,0.31,0.31, , ,10, , ,0.1, , , ,2000,1650,1650,1900, , , S, S,6
US2A00211088, ,68.3,-148.383,1.17,1.17, , , , ,1.8, , , ,63360, ,2070,1550, , , , , N, N,6
CA2N003CD002, ,60.036,-136.592, , , ,0.2, , , ,0.2,0.2, , , ,1690,1500, , , ,1620, , N,6
CA2N003CC030, ,60.262,-137.124, , , ,0.1, , ,0.2,20.2,0.5, , , ,1830,1220,1580,1740,1690,1660, N, N,5
CA2O014AI005, ,61.587,-138.783, , , ,0.2, , , ,0.2,0.2, , , ,2040,1810, , , ,1890, , NW,9
CA2N001GM084, ,56.506,-131.12,0.27,0.27,0.27,0.1, ,10,0.1,2,0.7, , , ,1620,1175,1175,1520,1430,1330, E, E,7
CA2N001GG109, ,57.262,-130.62,0.05,0.05,0.05,0.6, ,10,0.6, , , , , ,2060,1830,1830,1980, , , SE, SE,7
CA2N001FC177, ,57.146,-131.848,0.09,0.09,0.09,0.9, ,10,0.9,0.2, , , , ,1570,1150,1150,1475, , , SE, SE,7
CA2N001AC076, ,57.218,-128.016,0.05,0.05,0.05,0.1, ,10,0.1, , , , , ,2072,2012,2012,2042, , , E, E,6
CA2N001EE118, ,57.135,-130.966,0.05,0.05,0.05,0.2, ,10,0.2, , , , , ,1737,1692,1692,1722, , , S, S,7
CA2N001GK028, ,56.813,-130.286,0.06,0.06,0.06,0.3, ,10,0.3,0.2, , , , ,1695,1515,1515,1600, , , N, N,7
CA2N001FA048, ,56.763,-131.879,0.01,0.01,0.01,0.2, ,10,0.2,0.2, , , , ,1070,950,950,1000, , , E, E,7
CA2A72000056, ,64.375,-130.75, , , , , , , , , , ,250000, ,2510,1780, , , , , , ,0
CA2N003BF007, ,60.137,-138.186, , , ,0.8, , ,0.7,0.4,0.6, , , ,1710,1250,1370,1660,1610,1520, N, N,6
CA2O014AR070, ,61.111,-139.978,0.19,0.19,0.19, , , , ,4.1, , , , ,3020,2290,2290, , ,2660, , S,6
CA2N001BA052, ,58.231,-129.608,0.19,0.19,0.19,0.4, ,10,0.4, , , , , ,1650,1400,1400,1500, , , NW, NW,6
CA2N003BQ012, ,59.375,-137.793, , , , , , , , ,0.1, , , ,1740,1160,1160,1520, , , SE, SE,7
CA2N001GK124, ,56.767,-130.433,0.06,0.06,0.06,0.5, ,10,0.5, , , , , ,1700,1430,1430,1580, , , NE, NE,7
CA2N003BP028, ,59.586,-137.798, , , ,0.5, , ,0.2,0.4,0.3, , , ,1680,1130,1280,1540,1450,1280, SW, SW,6
CA2N001EG099, ,57.514,-131.26,0.26,0.26,0.24,0.9, ,10,0.8, , , , , ,2149,1737,1814,1950, , , W, W,6
CA2N001BF017, ,57.788,-130.115,0.79,0.79,0.23,0.6, ,10,0.5,2.1,0.1, , , ,2134,1280,2042,2103, ,1920, NW, N,6
CA2N003BO035, ,59.835,-137.598, , , ,0.1, , ,0.1,0.4,0.4, , , ,2290,1640,1640,1980,1830,1750, SW, SW,7
CA2N001FM049, ,56.619,-131.531,0.66,0.66,0.66,0.9, ,25,0.9, , , , , ,1620,1295,1295,1465, , , SW, SW,6
CA2N003BK062, ,60.564,-138.723,1.17,1.17,0.98,0.7, , ,0.6,4.1,0.2, , , ,2740,1970,1980,2470,2290,2180, W, W,5
CA2N001CB133, ,57.464,-129.165,0.19,0.19,0.08,0.1, ,10,0.6,0.2,0.5, , , ,1981,1737,1829,1951, ,1768, N, N,9
CA2N001CB196, ,57.158,-128.932,0.03,0.03,0.03,0.2, ,10,0.2,0.2, , , , ,1753,1722,1722,1737, , , W, W,6
CA2O014BE004, ,61.455,-140.248,0.72,0.72,0.72,0.1, , ,0.3,4.1,0.2, , , ,2500,1810,2010,2240,2160,2100, N, N,5
CA2O016CF057, ,60.216,-136.44, , , , , , ,0.5,0.2,0.8, , , ,2010,1830,1855,1920,1895,1875, NE, NE,6
CA2O014AL191, ,60.954,-138.818,2.08,2.08,1.48,0.6, , ,0.9,4.1,0.7, , , ,2740,1860,2060,2460,2180,2120, E, E,5
CA2O016CF029, ,60.039,-136.458, , , ,0.7, , ,0.2,0.2,0.7, , , ,1765,1640,1660, , ,1705, , N,6
CA2N001BA066, ,58.21,-129.567,0.4,0.4,0.4,0.9, ,10,0.9, , , , , ,1800,1650,1650,1750, , , S, S,6
CA2N001FG099, ,57.506,-131.916,0.15,0.15,0.15,0.8, ,10,0.8, , , , , ,1189,808,808,960, , , SE, SE,6
CA2N001GH202, ,57.496,-129.878,0.11,0.11,0.11,0.9, ,10,0.9, , , , , ,2160,1740,1740,2070, , , E, E,7
CA2N003BN094, ,60.209,-137.512, , , , , , ,0.1,4.1, , , , ,1630,1430, , , ,1525, , NW,6
CA2N001CC420, ,57.064,-129.455,3.43,3.43,3.43,0.5, ,70,0.5,2.1,0.7, , , ,2164,1570,1570,1890,1844,1768, NE, NE,5
CA2N003AI114, ,60.632,-137.459, , , ,0.5, , ,0.2,2.2,0.5, , , ,1800,975, , , ,1280, , N,6
CA2N001GG098, ,57.22,-130.659,3.58,3.58,3.49,0.3, ,70,0.1,2.2,0.5, , , ,2256,1280,1280,2050,1590,1480, N, N,5
CA2N001GG209, ,57.315,-130.529,0.1,0.1,0.1,0.6, ,10,0.6, , , , , ,1800,1652,1652,1695, , , N, N,7
CA2N001GI375, ,57.103,-129.835,0.06,0.06,0.06,0.4, ,10,0.4, , , , , ,1790,1710,1710,1770, , , N, N,7
CA2O014BC025, ,61.704,-140.31,0.08,0.08,0.08,0.5, , , ,0.2,0.5, , , ,1980,1800, , , ,1890, , SE,9
CA2N001GF315, ,57.144,-130.643,0.42,0.42,0.42,0.3, ,10,0.3, ,0.1, , , ,1900,1500,1500,1723, , , W, W,6
CA2N001AD329, ,57.44,-128.922,0.27,0.27,0.22, , ,10,0.6,0.2,0.2, , , ,2134,1890,1951,2012,1920,1920, N, N,6
CA2N001GF184, ,57.116,-130.902,0.06,0.06,0.06,0.3, ,10,0.3, , , , , ,1736,1585,1585,1646, , , S, S,7
CA2N001GH408, ,57.473,-130.03,0.06,0.06,0.06,0.2, ,10,0.2, , , , , ,1970,1880,1880,1940, , , , ,6
CA2N001BA087, ,58.176,-129.634,0.13,0.13,0.13,0.9, ,10,0.9, , , , , ,1700,1550,1550,1650, , , NE, NE,6
CA2N001GI197, ,57.348,-129.806,0.03,0.03,0.03,0.6, ,10,0.6, , , , , ,1950,1830,1830,1885, , , NW, NW,7
US2A00211013, ,68.567,-146.917,0.75,0.75, , , , ,1.9, , , ,63360, ,2260,1550, , , , , NW, NW,6
CA2N001GG158, ,57.326,-130.666,0.16,0.16,0.16, , ,10, , ,0.1, , , ,2042,1768,1768,1900, , , NE, NE,6
CA2N001FJ045, ,57.081,-131.604,0.86,0.86,0.86,0.2, ,25,0.2,0.2,0.1, , , ,1800,1341,1341,1554, , , NW, NW,6
US2A00102013, ,68.2,-150.633,0.88,0.88, , , , ,1.4, , , ,63360, ,2190,1680, , , , , W, W,6
CA2N001AD083, ,57.517,-128.469,0.13,0.13,0.13,0.9, ,10,0.2,0.2,0.7, , , ,2164,1798,1981,2057,1951,1859, NE, NE,2
CA2N001CC647, ,57.328,-129.596,0.06,0.06,0.06,0.5, ,10,0.5,0.2, , , , ,1996,1829,1829,1890, , , N, N,6
CA2N001GH002, ,57.688,-130.182,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1740,1710,1710,1725, , , N, N,7
CA2N001BA146, ,58.23,-129.982,0.03,0.03,0.03,0.5, ,10,0.5, , , , , ,1646,1631,1631,1639, , , NE, NE,6
US2A00104046, ,67.817,-154.333,0.65,0.65, , , , ,2.1, , , ,63360, ,2070,1310, , , , , NE, NE,6
CA2O016CD037, ,59.912,-135.765, , , ,0.7, , ,0.8,4.1,0.3, , , ,1890,1220,1650,1770,1710,1680, E, E,6
CA2N003BN054, ,60.109,-137.222, , , , , , ,0.5,2.1,0.7, , , ,1765,1220,1465,1630,1555,1525, N, N,6
CA2N001BA056, ,58.225,-129.545,0.24,0.24,0.24,0.2, ,10,0.2, ,0.1, , , ,2000,1600,1600,1800, , , NW, NW,6
CA2N001EE017, ,57.464,-130.697,0.31,0.31,0.11,0.7, ,10,0.6,2.1,0.1, , , ,1890,1753,1768,1829, ,1759, N, N,7
CA2N001FH004, ,57.585,-131.532,0.09,0.09,0.09,0.6, ,10,0.6,0.2,0.1, , , ,1951,1676,1676,1768,1737,1707, NW, NW,6
CA2N001GH128, ,57.444,-129.766,4.68,4.68,4.57,0.4, ,50,0.4, ,0.1, , , ,2550,1680,1680,1920, , , NE, NE,6
CA2N001GI262, ,57.23,-129.737,0.01,0.01,0.01,0.1, ,10,0.1, , , , , ,1740,1650,1650,1700, , , N, N,7
CA2N003BN075, ,60.172,-137.338, , , ,0.8, , ,0.5,0.2,0.8, , , ,1785,1465,1555, , ,1630, , N,6
CA2O014AL044, ,60.684,-139.056,3.88,3.88,3.88,0.6, , ,0.6,4.2,0.7, , , ,3350,1780,1780,2530,2210,1980, E, SE,5
CA2O014AL209, ,61.02,-138.922,1.03,1.03,0.72,0.2, , ,0.8,4.1,0.4, , , ,2500,1830,1870,2290,2070,1970, N, NE,5
CA2N001EA136, ,57.63,-132.071,0.7,0.7,0.57,0.2, ,25,0.7,0.2,0.8, , , ,1981,1250,1524,1829,1550,1524, E, N,6
CA2N001GK089, ,56.775,-130.363,0.06,0.06,0.06,0.4, ,10,0.4, , , , , ,1430,1400,1400,1420, , , NE, NE,7
CA2N003CF084, ,59.481,-136.68, , , ,0.4, , ,0.4, , , , , ,2000,1580,1580,1750, , , W, W,7
CA2N001CC122, ,57.284,-129.391,0.02,0.02,0.02,0.3, ,10,0.3,0.2, , , , ,1859,1829,1829,1844, , , N, N,7
CA2N001CC203, ,57.272,-129.294,0.04,0.04,0.04,0.4, ,10,0.4,0.2, , , , ,1707,1646,1646,1676, , , NE, NE,7
CA2N001FA141, ,56.822,-131.851,0.03,0.03,0.03,0.2, ,10,0.2,0.2, , , , ,370,180,180,270, , , NE, NE,7
CA2N001FL055, ,56.801,-131.628,0.31,0.31,0.31,0.1, ,10,0.1, ,0.1, , , ,1417,1021,1021,1189, , , NW, NW,6
CA2N001FM164, ,56.509,-131.706,0.16,0.16,0.16,0.2, ,10,0.2, ,0.1, , , ,1495,460,460,1035, , , S, S,6
CA2N001FK003, ,57.075,-131.593,0.61,0.61,0.61, , ,10, ,0.2,0.1, , , ,1900,1300,1300,1800, , , W, W,6
CA2N001GI408, ,57.094,-129.972,0.06,0.06,0.06,0.7, ,10,0.7, , , , , ,1860,1770,1770,1830, , , E, E,7
US2A00102063, ,68.033,-151.183,0.13,0.13, , , , ,0.6, , , ,63360, ,1520,1340, , , , , N, N,6
CA2N001FG067, ,57.496,-131.838,0.31,0.31,0.2,0.6, ,10,0.6, ,0.1, , , ,1280,762,762,1067, , , E, E,6
CA2N001AD115, ,57.244,-128.432,0.21,0.21,0.11,0.9, ,10,0.4,0.2,0.5, , , ,2042,1844,1951,1981,1981,1859, NW, NW,6
US2A00207014, ,69.2,-144.233,1.22,1.22, , , , ,2.1, , , ,63360, ,2380,1520, , , , , NW, NW,6
CA2N001FA015, ,56.715,-131.866,0.02,0.02,0.02,0.4, ,10,0.4,0.2, , , , ,1040,850,850,950, , , NE, NE,7
US2A00102027, ,68.217,-150.783,0.26,0.26, , , , ,0.6, , , ,63360, ,1830,1580, , , , , NE, NE,7
CA2O016CG020, ,61.015,-136.297, , , ,0.4, , , ,0.2,0.4, , , ,1765,1675, , , ,1705, , N,9
CA2N001FD041, ,57.1,-132.02,1.05,1.05,1.05,0.6, ,25,0.6, , , , , ,1585,1500,1500, , , , SW, SW,6
CA2A48000296, ,61.875,-127.75, , , , , , , , , , ,250000, ,2240,2000, , , , , , ,0
CA2N001BA144, ,58.237,-129.973,0.05,0.05,0.05,0.5, ,10,0.5, , , , , ,1676,1585,1585,1600, , , NE, NE,6
CA2N001GI002, ,57.462,-130.027,0.02,0.02,0.02,0.2, ,10,0.2, , , , , ,1950,1930,1930,1940, , , W, W,7
CA2N001AA042, ,58.257,-127.875,0.61,0.61,0.61,0.4, ,10,0.4,0.2,0.1, , , ,1890,1692,1692,1829, , , E, E,6
CA2N003BL006, ,60.803,-138.264, , , ,0.7, , ,0.1,2.1,0.7, , , ,1435,1035, , , ,1280, , SW,6
CA2N003AI089, ,60.423,-137.65, , , ,0.3, , ,0.6,4.1, , , , ,1680,1200,1430,1570,1520,1480, N, N,5
CA2N001EA191, TRIU,57.424,-132.267,18.74,18.74,14.78,0.6, ,150,0.6,2.5,0.2, , , ,2591,975,975,1795,1275,1250, N, N,5
CA2N001CC014, ,57.416,-129.311,0.08,0.08,0.08,0.4, ,10,0.4,0.2, , , , ,2256,2042,2042,2149, , , SE, SE,6
CA2N001GM112, ,56.533,-131.179,0.06,0.06,0.06,0.2, ,10,0.2,0.2, , , , ,1680,1500,1500,1600, , , SE, SE,7
CA2O014AS085, ,61.212,-140.231,0.14,0.14,0.14,0.5, , ,0.5,0.3,0.4, , , ,2650,2340,2340,2560,2440,2410, E, E,6
CA2N001EA045, ,57.397,-132.199,0.12,0.12,0.12,0.7, ,10,0.7,0.2, , , , ,2226,1981,1981,2149, , , S, S,6
CA2N001GJ284, ,56.868,-130.087,0.03,0.03,0.03,0.6, ,10,0.6, , , , , ,1520,1340,1340,1440, , , NE, NE,7
US2A00105002, ,68.283,-154.5,0.05,0.05, , , , ,0.5, , , ,63360, ,2070,1800, , , , , NW, NW,6
CA2N001FI095, ,57.27,-131.267,0.17,0.17,0.17,0.9, ,10,0.9, , , , , ,2070,1700,1700,1940, , , NW, NW,7
CA2N001GG317, ,57.385,-130.665,1.78,1.78,1.55,0.7, ,50, ,2.1,0.8, , , ,2103,1487,1585,1850,1740,1590, N, N,5
CA2N001GK025, ,56.803,-130.246,1.47,1.47,1.45,0.5, ,25,0.4, ,0.2, , , ,1920,1235,1245,1580, , , NW, NW,5
CA2N003CE070, ,60.033,-137.044, , , ,0.2, , , ,0.4,0.2, , , ,1800,1600, , , ,1680, , W,9
CA2N001EA342, ,57.815,-132.532,0.11,0.11,0.11,0.3, ,10,0.3,0.2, , , , ,1676,1524,1524,1600, , , E, E,6
CA2O014AG008, ,61.595,-139.025, , , ,0.4, , , ,0.2,0.4, , , ,1735,1495, , , ,1570, , W,9
CA2N001EA181, ,57.444,-132.194,0.47,0.47,0.47,0.4, ,10,0.4,0.2,0.1, , , ,1920,1356,1356,1676, , , W, W,6
CA2N001GC004, ,56.767,-131.06,0.48,0.48,0.48,0.8, ,10,0.8,0.2, , , , ,1554,1219,1219,1463, , , N, N,6
CA2N001AD290, ,57.344,-128.787,0.26,0.26,0.26, , ,10, , ,0.1, , , ,2042,1890,1890,1989, , , E, E,6
CA2N001BF040, ,57.733,-130.285,0.93,0.93,0.2, , ,10,0.5,2.1,0.5, , , ,2103,1524,1829,1951, ,1707, NW, NW,5
CA2N001EA087, ,57.515,-132.06,0.15,0.15,0.15,0.5, ,10,0.5,0.2, , , , ,1829,1402,1402,1524, , , E, E,6
CA2N001GF056, ,57.026,-130.926,0.91,0.91,0.91,0.6, ,25,0.6,0.2,0.1, , , ,1692,1234,1234,1535, ,1450, NW, NW,6
CA2O016CE053, ,59.917,-136.091, , , ,0.2, , ,0.6,4.2, , , , ,1980,1310,1330,1710,1550,1460, NE, NE,5
CA2N001AD109, ,57.323,-128.421,0.05,0.05,0.05,0.3, ,10,0.3,0.2, , , , ,2103,1966,1966,2012, , , S, S,7
CA2N001AD132, ,57.276,-128.503,0.01,0.01,0.01,0.2, ,10,0.2, , , , , ,1951,1829,1829,1889, , , N, N,7
CA2O014AN005, ,61.345,-139.605,0.33,0.33,0.33,0.1, , ,0.1,4.1,0.1, , , ,1980,1640, , , ,1810, , N,9
CA2O014BC028, ,61.764,-140.167,0.13,0.13,0.13,0.8, , , ,0.2,0.8, , , ,1525,1160, , , ,1340, , N,9
